"participant","date","expName","response.keys","response.rt","count","sentence","sent_ident","left_variant","right_variant","left_ident","right_ident"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",3.3208,26,"Observers have long questioned the _____ .","SG1","legal status of the company","company's legal status","of","apost"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",4.1678,27,"Nonetheless, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","the advantage to Henry","Henry the advantage","prep","ditran"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",4.2383,28,"In 2014, new guidance was published regarding the recommended hours of physical activity _____ school.","LPOO","outside of","outside","addprep","noprep"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",3.8631,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small reimbursement.","SP2","throw away their bottles","throw their bottles away","cont","discont"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","right",5.7966,30,"While her writings do sometimes tend _____ the subjective, significant insight can be gleaned from her work.","LT1","toward","towards","toward","towards"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",4.3735,31,"The regime _____ last year, to widespread protest.","SP3","brought conscription back","brought back conscription","discont","cont"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",4.5284,32,"This year, _____ made the headlines for all the right reasons.","SN2","the England goalkeeper","England's goalkeeper","mod","gen"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","right",3.8772,33,"The experimental results were then _____ the theoretical data.","LPCC","compared to","compared with","compto","compwith"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",4.4356,34,"His interpretation displayed little understanding of the law _____ regulates contracts of this kind.","LR3","which","that","which","that"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",5.6759,35,"It was argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","Wilson the initiative","the initiative to Wilson","ditran","prep"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",4.9526,36,"A number of subjects described experiencing a loss of consciousness _____ warning.","LNW2","without any","with no","without","withno"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",4.094,37,"The option of offering a patient any experimental treatment is dependent on _____ .","SG3","the general health of that patient","that patient’s general health","of","apost"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",3.5528,38,"At its height, the company employed _____ 200 workers.","LM1","over","more than","over","more"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","right",4.1682,39,"The award-winning author once said that the best advice he had ever received was simply to _____ and write.","SP1","pick the pen up","pick up the pen","discont","cont"
"5a67676","2023-07-21_12h37.19.879","idiolect_t2","left",5.328,40,"In this type of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","researcher’s attitude","attitude of the researcher","apost","of"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",8.2182,1,"The medication _____ so that the body can easily remove them.","SP6","breaks down harmful molecules","breaks harmful molecules down","cont","discont"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",14.3535,2,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new policy.","LPOE","except for","except","addprep","noprep"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",8.0119,3,"Indeed, _____ makes no such assurances regarding a returns policy.","SN1","the Ikea website","Ikea's website","mod","gen"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",11.5351,4,"His interpretation showed little understanding of the law _____ regulates contracts of this kind.","LR3","that","which","that","which"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",22.3529,5,"The man accidentally _____ , spilling water over himself.","SP5","knocked the glass over","knocked over the glass","discont","cont"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",8.8646,6,"It could be argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","the initiative to Wilson","Wilson the initiative","prep","ditran"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",7.851,7,"The present paper argues that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help","help to","help","helpto"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",13.5451,8,"As several papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","not suitable","unsuitable","not","un"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",8.5185,9,"There was a clear difference in the test results before and after the participant _____ .","SP4","took the glasses off","took off the glasses","discont","cont"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",4.5172,10,"Critics have long questioned the _____ .","SG1","company's legal status","legal status of the company","apost","of"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",13.2995,11,"In 2013, new guidelines were released regarding the recommended hours of physical activity _____ school.","LPOO","outside","outside of","noprep","addprep"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",10.616,12,"The next step is to spray _____ and observe their development over the following 24 hours.","SS2","the specimens with water","water on the specimens","with","on"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",5.9659,13,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was not enough.","LIT1","try to","try and","tryto","tryand"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",10.9419,14,"This time, _____ made the headlines for all the right reasons.","SN2","England's goalkeeper","the England goalkeeper","gen","mod"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",8.7803,15,"The ‘Green New Deal’ has stalled in the Senate, but _____ are still hopeful of movement in the coming days.","SG4","proponents of the bill","the bill's proponents","of","apost"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",9.5372,16,"While her writings do sometimes tend _____ the subjective, significant insight can be taken from her work.","LT1","towards","toward","towards","toward"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",6.2317,17,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","Amy a choice","a choice to Amy","ditran","prep"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",8.632,18,"His long absence undid much of the progress _____ had brought the town into competition with its rivals.","LR2","which","that","which","that"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",6.5682,19,"Conversely, the historian gave _____ for her breakthrough.","SD3","the credit to Sullivan","Sullivan the credit","prep","ditran"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",7.3842,20,"At its peak, the company employed _____ 200 workers.","LM1","more than","over","more","over"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",5.6963,21,"Grammatical information is expressed in many different ways across the _____ .","SG2","languages of the world","world’s languages","of","apost"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",6.4537,22,"Controversially, the company has continued to spray _____ , despite the ongoing protests.","SS1","pesticides on the fields","the fields with pesticides","on","with"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",6.4713,23,"However, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","Henry the advantage","the advantage to Henry","ditran","prep"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",4.9969,24,"The villagers reverted to hunting, _____ trying to produce the required food solely from farming and agriculture.","LI1","instead of","rather than","instead","rather"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",8.7825,25,"The regime _____ last year, to public outcry.","SP3","brought back conscription","brought conscription back","cont","discont"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",6.1596,26,"The minister pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","without any","with no","without","withno"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",4.49,27,"It was suggested that the suspect handed _____ just minutes before the incident.","SD1","the letter to Smith","Smith the letter","prep","ditran"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",4.8123,28,"The experimental results were then _____ the theoretical values.","LPCC","compared with","compared to","compwith","compto"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",7.8674,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small refund.","SP2","throw their bottles away","throw away their bottles","discont","cont"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",7.4483,30,"Preparation and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps to","helps","helpto","help"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",5.9491,31,"Indeed, similar themes can be found throughout _____ .","SG6","Shakespeare’s works","the works of Shakespeare","apost","of"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",10.3205,32,"The crisis has already affected around _____ the population.","LPOH","half of","half","addprep","noprep"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",7.6937,33,"In this kind of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","attitude of the researcher","researcher’s attitude","of","apost"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",6.2185,34,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","that","which","that","which"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",5.0661,35,"His failure handed _____ , and he seized it almost immediately.","SD4","Thompson an opportunity","an opportunity to Thompson","ditran","prep"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",11.8068,36,"The relevant parties would then consider whether to _____ persuade member states to ratify the amendment.","LIT2","try and","try to","tryand","tryto"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",10.652,37,"The award-winning filmmaker once said that the best advice he had ever received was simply to _____ and write.","SP1","pick up the pen","pick the pen up","cont","discont"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","right",6.7207,38,"A number of patients described experiencing a loss of consciousness _____ warning.","LNW2","with no","without any","withno","without"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",6.349,39,"The possibility of offering a patient any experimental treatment is dependent on _____ .","SG3","that patient’s general health","the general health of that patient","apost","of"
"5a6a4ee","2023-06-21_09h36.56.632","idiolect_t1","left",7.799,40,"The study concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","unaffected","not affected","un","not"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",9.3404,1,"His long absence undid much of the progress _____ had brought the town into competition with its neighbours.","LR2","that","which","that","which"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",4.9916,2,"Indeed, similar imagery can be found throughout _____ .","SG6","the works of Shakespeare","Shakespeare’s works","of","apost"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",7.5976,3,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","a choice to Amy","Amy a choice","prep","ditran"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",6.1614,4,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new system.","LPOE","except","except for","noprep","addprep"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",8.1688,5,"Nevertheless, the company has continued to spray _____ , despite the ongoing protests.","SS1","the fields with pesticides","pesticides on the fields","with","on"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",6.5879,6,"The villagers reverted to hunting, _____ trying to produce the required food purely from farming and agriculture.","LI1","rather than","instead of","rather","instead"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",7.4212,7,"It was argued that the suspect handed _____ just minutes before the incident.","SD1","Smith the letter","the letter to Smith","ditran","prep"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",6.3317,8,"The report concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","not affected","unaffected","not","un"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",9.4186,9,"There was a clear change in the test results before and after the participant _____ .","SP4","took off the glasses","took the glasses off","cont","discont"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",6.196,10,"The present paper suggests that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help to","help","helpto","help"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",9.0502,11,"On the contrary, the historian gave _____ for her breakthrough.","SD3","Sullivan the credit","the credit to Sullivan","ditran","prep"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",6.6503,12,"Indeed, _____ makes no such assurances regarding delivery times.","SN1","Ikea's website","the Ikea website","gen","mod"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",6.5013,13,"The relevant parties would then discuss whether to _____ persuade member states to ratify the amendment.","LIT2","try to","try and","tryto","tryand"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",3.5002,14,"The woman accidentally _____ , spilling water over herself.","SP5","knocked over the glass","knocked the glass over","cont","discont"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",9.9376,15,"The new education policy has stalled in the Senate, but _____ are still hopeful of movement in the coming weeks.","SG4","the bill's proponents","proponents of the bill","apost","of"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",4.8091,16,"The executives pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","with no","without any","withno","without"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",5.1309,17,"His failure handed _____ , and he seized it without hesitation.","SD4","an opportunity to Thompson","Thompson an opportunity","prep","ditran"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",6.2324,18,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","which","that","which","that"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",5.3619,19,"The medication _____ so that the body can easily absorb them.","SP6","breaks harmful molecules down","breaks down harmful molecules","discont","cont"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",6.066,20,"As multiple papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","unsuitable","not suitable","un","not"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",5.2289,21,"Forethought and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps","helps to","help","helpto"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",6.5154,22,"The next step is to spray _____ and observe their development over the following 48 hours.","SS2","water on the specimens","the specimens with water","on","with"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",7.834,23,"The situation has already affected around _____ the population.","LPOH","half","half of","noprep","addprep"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",6.1073,24,"Grammatical information is expressed in many different ways across the _____ .","SG2","world’s languages","languages of the world","apost","of"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",7.6539,25,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was insufficient.","LIT1","try and","try to","tryand","tryto"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",3.0504,26,"Observers have long questioned the _____ .","SG1","legal status of the company","company's legal status","of","apost"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",8.0008,27,"Nonetheless, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","the advantage to Henry","Henry the advantage","prep","ditran"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",6.4327,28,"In 2014, new guidance was published regarding the recommended hours of physical activity _____ school.","LPOO","outside of","outside","addprep","noprep"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",6.6694,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small reimbursement.","SP2","throw away their bottles","throw their bottles away","cont","discont"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",7.1116,30,"While her writings do sometimes tend _____ the subjective, significant insight can be gleaned from her work.","LT1","toward","towards","toward","towards"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",7.7194,31,"The regime _____ last year, to widespread protest.","SP3","brought conscription back","brought back conscription","discont","cont"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",6.0162,32,"This year, _____ made the headlines for all the right reasons.","SN2","the England goalkeeper","England's goalkeeper","mod","gen"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",8.2651,33,"The experimental results were then _____ the theoretical data.","LPCC","compared to","compared with","compto","compwith"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",6.2834,34,"His interpretation displayed little understanding of the law _____ regulates contracts of this kind.","LR3","which","that","which","that"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",9.9513,35,"It was argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","Wilson the initiative","the initiative to Wilson","ditran","prep"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",5.5138,36,"A number of subjects described experiencing a loss of consciousness _____ warning.","LNW2","without any","with no","without","withno"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",6.3638,37,"The option of offering a patient any experimental treatment is dependent on _____ .","SG3","the general health of that patient","that patient’s general health","of","apost"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",4.0857,38,"At its height, the company employed _____ 200 workers.","LM1","over","more than","over","more"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","right",8.7292,39,"The award-winning author once said that the best advice he had ever received was simply to _____ and write.","SP1","pick the pen up","pick up the pen","discont","cont"
"5a6a4ee","2023-07-23_17h13.13.218","idiolect_t2","left",7.5329,40,"In this type of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","researcher’s attitude","attitude of the researcher","apost","of"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",7.512,1,"The medication _____ so that the body can easily remove them.","SP6","breaks down harmful molecules","breaks harmful molecules down","cont","discont"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",8.3146,2,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new policy.","LPOE","except for","except","addprep","noprep"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",6.0849,3,"Indeed, _____ makes no such assurances regarding a returns policy.","SN1","the Ikea website","Ikea's website","mod","gen"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",15.4087,4,"His interpretation showed little understanding of the law _____ regulates contracts of this kind.","LR3","that","which","that","which"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",3.8192,5,"The man accidentally _____ , spilling water over himself.","SP5","knocked the glass over","knocked over the glass","discont","cont"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",4.625,6,"It could be argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","the initiative to Wilson","Wilson the initiative","prep","ditran"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",6.3396,7,"The present paper argues that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help","help to","help","helpto"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",3.9595,8,"As several papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","not suitable","unsuitable","not","un"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",4.3602,9,"There was a clear difference in the test results before and after the participant _____ .","SP4","took the glasses off","took off the glasses","discont","cont"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",4.8376,10,"Critics have long questioned the _____ .","SG1","company's legal status","legal status of the company","apost","of"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",4.9579,11,"In 2013, new guidelines were released regarding the recommended hours of physical activity _____ school.","LPOO","outside","outside of","noprep","addprep"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",3.1901,12,"The next step is to spray _____ and observe their development over the following 24 hours.","SS2","the specimens with water","water on the specimens","with","on"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",3.5249,13,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was not enough.","LIT1","try to","try and","tryto","tryand"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",2.8742,14,"This time, _____ made the headlines for all the right reasons.","SN2","England's goalkeeper","the England goalkeeper","gen","mod"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",4.474,15,"The ‘Green New Deal’ has stalled in the Senate, but _____ are still hopeful of movement in the coming days.","SG4","proponents of the bill","the bill's proponents","of","apost"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",6.1109,16,"While her writings do sometimes tend _____ the subjective, significant insight can be taken from her work.","LT1","towards","toward","towards","toward"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",4.3116,17,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","Amy a choice","a choice to Amy","ditran","prep"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",4.5935,18,"His long absence undid much of the progress _____ had brought the town into competition with its rivals.","LR2","which","that","which","that"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",5.5721,19,"Conversely, the historian gave _____ for her breakthrough.","SD3","the credit to Sullivan","Sullivan the credit","prep","ditran"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",3.6371,20,"At its peak, the company employed _____ 200 workers.","LM1","more than","over","more","over"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",3.4386,21,"Grammatical information is expressed in many different ways across the _____ .","SG2","languages of the world","world’s languages","of","apost"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",5.8613,22,"Controversially, the company has continued to spray _____ , despite the ongoing protests.","SS1","pesticides on the fields","the fields with pesticides","on","with"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",3.8059,23,"However, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","Henry the advantage","the advantage to Henry","ditran","prep"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",4.0707,24,"The villagers reverted to hunting, _____ trying to produce the required food solely from farming and agriculture.","LI1","instead of","rather than","instead","rather"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",3.8074,25,"The regime _____ last year, to public outcry.","SP3","brought back conscription","brought conscription back","cont","discont"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",4.9586,26,"The minister pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","without any","with no","without","withno"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",4.539,27,"It was suggested that the suspect handed _____ just minutes before the incident.","SD1","the letter to Smith","Smith the letter","prep","ditran"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",3.4408,28,"The experimental results were then _____ the theoretical values.","LPCC","compared with","compared to","compwith","compto"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",3.2493,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small refund.","SP2","throw their bottles away","throw away their bottles","discont","cont"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",4.7225,30,"Preparation and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps to","helps","helpto","help"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",3.0191,31,"Indeed, similar themes can be found throughout _____ .","SG6","Shakespeare’s works","the works of Shakespeare","apost","of"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",4.1245,32,"The crisis has already affected around _____ the population.","LPOH","half of","half","addprep","noprep"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",5.2191,33,"In this kind of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","attitude of the researcher","researcher’s attitude","of","apost"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",2.7413,34,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","that","which","that","which"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",3.5268,35,"His failure handed _____ , and he seized it almost immediately.","SD4","Thompson an opportunity","an opportunity to Thompson","ditran","prep"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",3.8562,36,"The relevant parties would then consider whether to _____ persuade member states to ratify the amendment.","LIT2","try and","try to","tryand","tryto"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","right",6.7153,37,"The award-winning filmmaker once said that the best advice he had ever received was simply to _____ and write.","SP1","pick up the pen","pick the pen up","cont","discont"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",4.2057,38,"A number of patients described experiencing a loss of consciousness _____ warning.","LNW2","with no","without any","withno","without"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",8.7751,39,"The possibility of offering a patient any experimental treatment is dependent on _____ .","SG3","that patient’s general health","the general health of that patient","apost","of"
"5a79930","2023-06-20_16h56.10.571","idiolect_t1","left",5.49,40,"The study concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","unaffected","not affected","un","not"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",5.4535,1,"His long absence undid much of the progress _____ had brought the town into competition with its neighbours.","LR2","that","which","that","which"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",3.5887,2,"Indeed, similar imagery can be found throughout _____ .","SG6","the works of Shakespeare","Shakespeare’s works","of","apost"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",3.4232,3,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","a choice to Amy","Amy a choice","prep","ditran"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",5.2586,4,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new system.","LPOE","except","except for","noprep","addprep"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",3.4869,5,"Nevertheless, the company has continued to spray _____ , despite the ongoing protests.","SS1","the fields with pesticides","pesticides on the fields","with","on"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",2.8538,6,"The villagers reverted to hunting, _____ trying to produce the required food purely from farming and agriculture.","LI1","rather than","instead of","rather","instead"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",5.6998,7,"It was argued that the suspect handed _____ just minutes before the incident.","SD1","Smith the letter","the letter to Smith","ditran","prep"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",3.7556,8,"The report concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","not affected","unaffected","not","un"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",5.0699,9,"There was a clear change in the test results before and after the participant _____ .","SP4","took off the glasses","took the glasses off","cont","discont"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",4.7047,10,"The present paper suggests that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help to","help","helpto","help"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",5.4596,11,"On the contrary, the historian gave _____ for her breakthrough.","SD3","Sullivan the credit","the credit to Sullivan","ditran","prep"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",4.5399,12,"Indeed, _____ makes no such assurances regarding delivery times.","SN1","Ikea's website","the Ikea website","gen","mod"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",5.6405,13,"The relevant parties would then discuss whether to _____ persuade member states to ratify the amendment.","LIT2","try to","try and","tryto","tryand"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",3.1635,14,"The woman accidentally _____ , spilling water over herself.","SP5","knocked over the glass","knocked the glass over","cont","discont"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",4.6833,15,"The new education policy has stalled in the Senate, but _____ are still hopeful of movement in the coming weeks.","SG4","the bill's proponents","proponents of the bill","apost","of"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",4.9889,16,"The executives pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","with no","without any","withno","without"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",4.2396,17,"His failure handed _____ , and he seized it without hesitation.","SD4","an opportunity to Thompson","Thompson an opportunity","prep","ditran"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",4.6113,18,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","which","that","which","that"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",4.5062,19,"The medication _____ so that the body can easily absorb them.","SP6","breaks harmful molecules down","breaks down harmful molecules","discont","cont"
